slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time
Pcc10_2,9999,pcc_eng_10_002.0001_x0016169,pcc_eng_10_002.9999_x0032430,pile_tables/slices/Pcc10/tmp/pile_10-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-002_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-002.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 03:48:59 2022,Wed Apr 13 04:48:06 2022,0 days 00:59:08
Pcc05_2,9999,pcc_eng_05_002.0001_x0016252,pcc_eng_05_002.9999_x0032496,pile_tables/slices/Pcc05/tmp/pile_05-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-002_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-002.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 03:57:59 2022,Wed Apr 13 04:49:51 2022,0 days 00:51:52
Pcc15_1,9999,pcc_eng_15_001.0001_x0000001,pcc_eng_15_001.9999_x0015955,pile_tables/slices/Pcc15/tmp/pile_15-001_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-001_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-001.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,1.0,Wed Apr 13 03:57:09 2022,Wed Apr 13 04:50:03 2022,0 days 00:52:55
Pcc09_2,9999,pcc_eng_09_002.0001_x0016238,pcc_eng_09_002.9999_x0032382,pile_tables/slices/Pcc09/tmp/pile_09-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-002_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-002.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 03:52:15 2022,Wed Apr 13 04:51:04 2022,0 days 00:58:49
Pcc08_2,9999,pcc_eng_08_002.0001_x0016162,pcc_eng_08_002.9999_x0032504,pile_tables/slices/Pcc08/tmp/pile_08-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-002_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-002.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 03:52:58 2022,Wed Apr 13 04:51:36 2022,0 days 00:58:38
Pcc29_8,9999,pcc_eng_29_008.0001_x0113127,pcc_eng_29_008.9999_x0129299,pile_tables/slices/Pcc29/tmp/pile_29-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-008_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-008.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,8.0,Wed Apr 13 03:46:33 2022,Wed Apr 13 04:52:53 2022,0 days 01:06:20
Pcc00_1,9999,pcc_eng_00_001.0001_x0000002,pcc_eng_00_001.9999_x0016106,pile_tables/slices/Pcc00/tmp/pile_00-001_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc00/pile_00-001_Pile-CC_df.pkl.gz,Pcc00.conll/pcc_eng_00-001.conllu,/share/compling/data/pile/train/00.jsonl,00,pile_tables/pile_00_Pile-CC_df.pkl.gz,pile_exclusions/pile_00_Pile-CC_excl.pkl.gz,1.0,Wed Apr 13 04:04:08 2022,Wed Apr 13 04:54:20 2022,0 days 00:50:11
Pcc29_9,9999,pcc_eng_29_009.0001_x0129300,pcc_eng_29_009.9999_x0145503,pile_tables/slices/Pcc29/tmp/pile_29-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-009_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-009.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,9.0,Wed Apr 13 04:52:53 2022,Wed Apr 13 04:58:42 2022,0 days 00:05:50
Pcc03_2,9999,pcc_eng_03_002.0001_x0016215,pcc_eng_03_002.9999_x0032290,pile_tables/slices/Pcc03/tmp/pile_03-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc03/pile_03-002_Pile-CC_df.pkl.gz,Pcc03.conll/pcc_eng_03-002.conllu,/share/compling/data/pile/train/03.jsonl,03,pile_tables/pile_03_Pile-CC_df.pkl.gz,pile_exclusions/pile_03_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:13:34 2022,Wed Apr 13 04:58:51 2022,0 days 00:45:18
Pcc01_2,9999,pcc_eng_01_002.0001_x0016204,pcc_eng_01_002.9999_x0032252,pile_tables/slices/Pcc01/tmp/pile_01-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-002_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-002.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:20:23 2022,Wed Apr 13 05:05:32 2022,0 days 00:45:09
Pcc11_3,9999,pcc_eng_11_003.0001_x0032494,pcc_eng_11_003.9999_x0048544,pile_tables/slices/Pcc11/tmp/pile_11-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-003_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-003.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 04:29:56 2022,Wed Apr 13 05:12:38 2022,0 days 00:42:42
Pcc12_2,9999,pcc_eng_12_002.0001_x0016169,pcc_eng_12_002.9999_x0032318,pile_tables/slices/Pcc12/tmp/pile_12-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-002_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-002.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:26:14 2022,Wed Apr 13 05:15:30 2022,0 days 00:49:15
Pcc07_1,9999,pcc_eng_07_001.0001_x0000004,pcc_eng_07_001.9999_x0016068,pile_tables/slices/Pcc07/tmp/pile_07-001_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-001_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-001.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,1.0,Wed Apr 13 04:20:27 2022,Wed Apr 13 05:16:22 2022,0 days 00:55:54
Pcc13_2,9999,pcc_eng_13_002.0001_x0016004,pcc_eng_13_002.9999_x0032058,pile_tables/slices/Pcc13/tmp/pile_13-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-002_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-002.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:34:00 2022,Wed Apr 13 05:26:57 2022,0 days 00:52:57
Pcc28_11,9999,pcc_eng_28_011.0001_x0161757,pcc_eng_28_011.9999_x0178118,pile_tables/slices/Pcc28/tmp/pile_28-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-011_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-011.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 04:44:38 2022,Wed Apr 13 05:28:04 2022,0 days 00:43:26
Pcc04_2,9999,pcc_eng_04_002.0001_x0016163,pcc_eng_04_002.9999_x0032457,pile_tables/slices/Pcc04/tmp/pile_04-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-002_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-002.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:37:49 2022,Wed Apr 13 05:30:56 2022,0 days 00:53:06
Pcc10_3,9999,pcc_eng_10_003.0001_x0032431,pcc_eng_10_003.9999_x0048544,pile_tables/slices/Pcc10/tmp/pile_10-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-003_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-003.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 04:48:06 2022,Wed Apr 13 05:31:59 2022,0 days 00:43:52
Pcc09_3,9999,pcc_eng_09_003.0001_x0032384,pcc_eng_09_003.9999_x0048796,pile_tables/slices/Pcc09/tmp/pile_09-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-003_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-003.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 04:51:04 2022,Wed Apr 13 05:33:24 2022,0 days 00:42:20
Pcc06_2,9999,pcc_eng_06_002.0001_x0016198,pcc_eng_06_002.9999_x0032537,pile_tables/slices/Pcc06/tmp/pile_06-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-002_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-002.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:42:23 2022,Wed Apr 13 05:33:52 2022,0 days 00:51:29
Pcc02_2,9999,pcc_eng_02_002.0001_x0016186,pcc_eng_02_002.9999_x0032341,pile_tables/slices/Pcc02/tmp/pile_02-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc02/pile_02-002_Pile-CC_df.pkl.gz,Pcc02.conll/pcc_eng_02-002.conllu,/share/compling/data/pile/train/02.jsonl,02,pile_tables/pile_02_Pile-CC_df.pkl.gz,pile_exclusions/pile_02_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:39:40 2022,Wed Apr 13 05:33:57 2022,0 days 00:54:17
Pcc08_3,9999,pcc_eng_08_003.0001_x0032505,pcc_eng_08_003.9999_x0048521,pile_tables/slices/Pcc08/tmp/pile_08-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-003_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-003.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 04:51:36 2022,Wed Apr 13 05:34:30 2022,0 days 00:42:55
Pcc05_3,9999,pcc_eng_05_003.0001_x0032498,pcc_eng_05_003.9999_x0048744,pile_tables/slices/Pcc05/tmp/pile_05-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-003_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-003.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 04:49:51 2022,Wed Apr 13 05:41:12 2022,0 days 00:51:21
Pcc15_2,9999,pcc_eng_15_002.0001_x0015956,pcc_eng_15_002.9999_x0031985,pile_tables/slices/Pcc15/tmp/pile_15-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-002_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-002.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:50:03 2022,Wed Apr 13 05:42:33 2022,0 days 00:52:29
Pcc00_2,9999,pcc_eng_00_002.0001_x0016108,pcc_eng_00_002.9999_x0032284,pile_tables/slices/Pcc00/tmp/pile_00-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc00/pile_00-002_Pile-CC_df.pkl.gz,Pcc00.conll/pcc_eng_00-002.conllu,/share/compling/data/pile/train/00.jsonl,00,pile_tables/pile_00_Pile-CC_df.pkl.gz,pile_exclusions/pile_00_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:54:20 2022,Wed Apr 13 05:42:49 2022,0 days 00:48:29
Pcc16_2,9999,pcc_eng_16_002.0001_x0016356,pcc_eng_16_002.9999_x0032610,pile_tables/slices/Pcc16/tmp/pile_16-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-002_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-002.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 04:45:14 2022,Wed Apr 13 05:45:05 2022,0 days 00:59:52
Pcc03_3,9999,pcc_eng_03_003.0001_x0032291,pcc_eng_03_003.9999_x0048319,pile_tables/slices/Pcc03/tmp/pile_03-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc03/pile_03-003_Pile-CC_df.pkl.gz,Pcc03.conll/pcc_eng_03-003.conllu,/share/compling/data/pile/train/03.jsonl,03,pile_tables/pile_03_Pile-CC_df.pkl.gz,pile_exclusions/pile_03_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:07:28 2022,Wed Apr 13 05:51:46 2022,0 days 00:44:17
Pcc01_3,9999,pcc_eng_01_003.0001_x0032253,pcc_eng_01_003.9999_x0048457,pile_tables/slices/Pcc01/tmp/pile_01-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-003_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-003.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:05:32 2022,Wed Apr 13 05:52:37 2022,0 days 00:47:06
Pcc11_4,9999,pcc_eng_11_004.0001_x0048546,pcc_eng_11_004.9999_x0064896,pile_tables/slices/Pcc11/tmp/pile_11-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-004_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-004.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 05:12:38 2022,Wed Apr 13 05:55:45 2022,0 days 00:43:08
Pcc07_2,9999,pcc_eng_07_002.0001_x0016070,pcc_eng_07_002.9999_x0032214,pile_tables/slices/Pcc07/tmp/pile_07-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-002_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-002.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,2.0,Wed Apr 13 05:16:22 2022,Wed Apr 13 06:08:52 2022,0 days 00:52:31
Pcc28_12,9999,pcc_eng_28_012.0001_x0178121,pcc_eng_28_012.9999_x0194369,pile_tables/slices/Pcc28/tmp/pile_28-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-012_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-012.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 05:28:04 2022,Wed Apr 13 06:10:10 2022,0 days 00:42:05
Pcc12_3,9999,pcc_eng_12_003.0001_x0032320,pcc_eng_12_003.9999_x0048430,pile_tables/slices/Pcc12/tmp/pile_12-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-003_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-003.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:24:19 2022,Wed Apr 13 06:13:01 2022,0 days 00:48:43
Pcc10_4,9999,pcc_eng_10_004.0001_x0048545,pcc_eng_10_004.9999_x0064691,pile_tables/slices/Pcc10/tmp/pile_10-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-004_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-004.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 05:31:59 2022,Wed Apr 13 06:15:33 2022,0 days 00:43:34
Pcc09_4,9999,pcc_eng_09_004.0001_x0048799,pcc_eng_09_004.9999_x0064971,pile_tables/slices/Pcc09/tmp/pile_09-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-004_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-004.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 05:33:24 2022,Wed Apr 13 06:16:39 2022,0 days 00:43:14
Pcc13_3,9999,pcc_eng_13_003.0001_x0032064,pcc_eng_13_003.9999_x0048289,pile_tables/slices/Pcc13/tmp/pile_13-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-003_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-003.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:26:57 2022,Wed Apr 13 06:18:02 2022,0 days 00:51:05
Pcc04_3,9999,pcc_eng_04_003.0001_x0032459,pcc_eng_04_003.9999_x0048682,pile_tables/slices/Pcc04/tmp/pile_04-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-003_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-003.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:30:56 2022,Wed Apr 13 06:23:46 2022,0 days 00:52:50
Pcc08_4,9999,pcc_eng_08_004.0001_x0048523,pcc_eng_08_004.9999_x0064711,pile_tables/slices/Pcc08/tmp/pile_08-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-004_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-004.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 05:43:35 2022,Wed Apr 13 06:24:48 2022,0 days 00:41:13
Pcc02_3,9999,pcc_eng_02_003.0001_x0032342,pcc_eng_02_003.9999_x0048375,pile_tables/slices/Pcc02/tmp/pile_02-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc02/pile_02-003_Pile-CC_df.pkl.gz,Pcc02.conll/pcc_eng_02-003.conllu,/share/compling/data/pile/train/02.jsonl,02,pile_tables/pile_02_Pile-CC_df.pkl.gz,pile_exclusions/pile_02_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:33:57 2022,Wed Apr 13 06:28:07 2022,0 days 00:54:09
Pcc00_3,9999,pcc_eng_00_003.0001_x0032286,pcc_eng_00_003.9999_x0048433,pile_tables/slices/Pcc00/tmp/pile_00-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc00/pile_00-003_Pile-CC_df.pkl.gz,Pcc00.conll/pcc_eng_00-003.conllu,/share/compling/data/pile/train/00.jsonl,00,pile_tables/pile_00_Pile-CC_df.pkl.gz,pile_exclusions/pile_00_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:42:49 2022,Wed Apr 13 06:30:21 2022,0 days 00:47:33
Pcc15_3,9999,pcc_eng_15_003.0001_x0031986,pcc_eng_15_003.9999_x0048283,pile_tables/slices/Pcc15/tmp/pile_15-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-003_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-003.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:42:33 2022,Wed Apr 13 06:33:10 2022,0 days 00:50:37
Pcc03_4,9999,pcc_eng_03_004.0001_x0048320,pcc_eng_03_004.9999_x0064660,pile_tables/slices/Pcc03/tmp/pile_03-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc03/pile_03-004_Pile-CC_df.pkl.gz,Pcc03.conll/pcc_eng_03-004.conllu,/share/compling/data/pile/train/03.jsonl,03,pile_tables/pile_03_Pile-CC_df.pkl.gz,pile_exclusions/pile_03_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 05:51:46 2022,Wed Apr 13 06:36:34 2022,0 days 00:44:48
Pcc16_3,9999,pcc_eng_16_003.0001_x0032611,pcc_eng_16_003.9999_x0048768,pile_tables/slices/Pcc16/tmp/pile_16-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-003_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-003.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 05:45:05 2022,Wed Apr 13 06:38:16 2022,0 days 00:53:10
Pcc11_5,9999,pcc_eng_11_005.0001_x0064897,pcc_eng_11_005.9999_x0081064,pile_tables/slices/Pcc11/tmp/pile_11-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-005_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-005.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 05:55:45 2022,Wed Apr 13 06:38:53 2022,0 days 00:43:07
Pcc01_4,9999,pcc_eng_01_004.0001_x0048458,pcc_eng_01_004.9999_x0064506,pile_tables/slices/Pcc01/tmp/pile_01-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-004_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-004.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 05:52:38 2022,Wed Apr 13 06:40:16 2022,0 days 00:47:39
Pcc05_4,9999,pcc_eng_05_004.0001_x0048745,pcc_eng_05_004.9999_x0064974,pile_tables/slices/Pcc05/tmp/pile_05-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-004_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-004.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 05:51:58 2022,Wed Apr 13 06:42:30 2022,0 days 00:50:32
Pcc28_13,9999,pcc_eng_28_013.0001_x0194372,pcc_eng_28_013.9999_x0210509,pile_tables/slices/Pcc28/tmp/pile_28-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-013_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-013.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,13.0,Wed Apr 13 06:10:10 2022,Wed Apr 13 06:52:16 2022,0 days 00:42:06
Pcc10_5,9999,pcc_eng_10_005.0001_x0064692,pcc_eng_10_005.9999_x0080872,pile_tables/slices/Pcc10/tmp/pile_10-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-005_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-005.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 06:15:33 2022,Wed Apr 13 06:58:13 2022,0 days 00:42:41
Pcc09_5,9999,pcc_eng_09_005.0001_x0064972,pcc_eng_09_005.9999_x0081147,pile_tables/slices/Pcc09/tmp/pile_09-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-005_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-005.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 06:16:39 2022,Wed Apr 13 06:59:30 2022,0 days 00:42:52
Pcc07_3,9999,pcc_eng_07_003.0001_x0032217,pcc_eng_07_003.9999_x0048399,pile_tables/slices/Pcc07/tmp/pile_07-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-003_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-003.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,3.0,Wed Apr 13 06:08:52 2022,Wed Apr 13 06:59:48 2022,0 days 00:50:56
Pcc12_4,9999,pcc_eng_12_004.0001_x0048431,pcc_eng_12_004.9999_x0064405,pile_tables/slices/Pcc12/tmp/pile_12-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-004_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-004.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 06:13:01 2022,Wed Apr 13 07:01:12 2022,0 days 00:48:10
