slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time
Pcc09_11,9999,pcc_eng_09_011.0001_x0162113,pcc_eng_09_011.9999_x0178238,pile_tables/slices/Pcc09/tmp/pile_09-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-011_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-011.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 10:31:30 2022,Wed Apr 13 11:14:34 2022,0 days 00:43:04
Pcc28_19,9999,pcc_eng_28_019.0001_x0290941,pcc_eng_28_019.9999_x0307267,pile_tables/slices/Pcc28/tmp/pile_28-019_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-019_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-019.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,19.0,Wed Apr 13 10:34:48 2022,Wed Apr 13 11:19:23 2022,0 days 00:44:36
Pcc01_10,9999,pcc_eng_01_010.0001_x0145425,pcc_eng_01_010.9999_x0161570,pile_tables/slices/Pcc01/tmp/pile_01-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-010_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-010.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,10.0,Wed Apr 13 10:44:57 2022,Wed Apr 13 11:30:39 2022,0 days 00:45:43
Pcc11_12,9999,pcc_eng_11_012.0001_x0177761,pcc_eng_11_012.9999_x0194001,pile_tables/slices/Pcc11/tmp/pile_11-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-012_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-012.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 10:51:11 2022,Wed Apr 13 11:34:30 2022,0 days 00:43:20
Pcc15_9,9999,pcc_eng_15_009.0001_x0129213,pcc_eng_15_009.9999_x0145343,pile_tables/slices/Pcc15/tmp/pile_15-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-009_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-009.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,9.0,Wed Apr 13 10:48:28 2022,Wed Apr 13 11:39:38 2022,0 days 00:51:10
Pcc04_9,9999,pcc_eng_04_009.0001_x0129463,pcc_eng_04_009.9999_x0145512,pile_tables/slices/Pcc04/tmp/pile_04-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-009_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-009.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,9.0,Wed Apr 13 10:50:47 2022,Wed Apr 13 11:41:46 2022,0 days 00:50:59
Pcc08_11,9999,pcc_eng_08_011.0001_x0161607,pcc_eng_08_011.9999_x0177923,pile_tables/slices/Pcc08/tmp/pile_08-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-011_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-011.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 11:01:44 2022,Wed Apr 13 11:44:35 2022,0 days 00:42:51
Pcc05_10,9999,pcc_eng_05_010.0001_x0145998,pcc_eng_05_010.9999_x0162200,pile_tables/slices/Pcc05/tmp/pile_05-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-010_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-010.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,10.0,Wed Apr 13 10:55:15 2022,Wed Apr 13 11:44:54 2022,0 days 00:49:38
Pcc16_9,9999,pcc_eng_16_009.0001_x0129797,pcc_eng_16_009.9999_x0145998,pile_tables/slices/Pcc16/tmp/pile_16-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-009_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-009.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,9.0,Wed Apr 13 10:52:11 2022,Wed Apr 13 11:46:29 2022,0 days 00:54:17
Pcc13_10,9999,pcc_eng_13_010.0001_x0145257,pcc_eng_13_010.9999_x0161354,pile_tables/slices/Pcc13/tmp/pile_13-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-010_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-010.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,10.0,Wed Apr 13 11:06:55 2022,Wed Apr 13 11:52:01 2022,0 days 00:45:07
Pcc10_12,9999,pcc_eng_10_012.0001_x0177737,pcc_eng_10_012.9999_x0193889,pile_tables/slices/Pcc10/tmp/pile_10-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-012_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-012.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 11:09:20 2022,Wed Apr 13 11:52:15 2022,0 days 00:42:55
Pcc12_10,9999,pcc_eng_12_010.0001_x0145635,pcc_eng_12_010.9999_x0161974,pile_tables/slices/Pcc12/tmp/pile_12-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-010_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-010.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,10.0,Wed Apr 13 11:07:43 2022,Wed Apr 13 11:53:55 2022,0 days 00:46:11
Pcc09_12,9999,pcc_eng_09_012.0001_x0178239,pcc_eng_09_012.9999_x0194366,pile_tables/slices/Pcc09/tmp/pile_09-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-012_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-012.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 11:14:34 2022,Wed Apr 13 11:56:16 2022,0 days 00:41:41
Pcc28_20,9999,pcc_eng_28_020.0001_x0307269,pcc_eng_28_020.9999_x0323230,pile_tables/slices/Pcc28/tmp/pile_28-020_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-020_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-020.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,20.0,Wed Apr 13 11:19:23 2022,Wed Apr 13 12:06:29 2022,0 days 00:47:06
Pcc11_13,9999,pcc_eng_11_013.0001_x0194005,pcc_eng_11_013.9999_x0210135,pile_tables/slices/Pcc11/tmp/pile_11-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-013_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-013.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,13.0,Wed Apr 13 11:34:30 2022,Wed Apr 13 12:16:48 2022,0 days 00:42:18
Pcc08_12,9999,pcc_eng_08_012.0001_x0177926,pcc_eng_08_012.9999_x0194016,pile_tables/slices/Pcc08/tmp/pile_08-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-012_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-012.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 11:44:35 2022,Wed Apr 13 12:25:42 2022,0 days 00:41:07
Pcc15_10,9999,pcc_eng_15_010.0001_x0145344,pcc_eng_15_010.9999_x0161432,pile_tables/slices/Pcc15/tmp/pile_15-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-010_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-010.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,10.0,Wed Apr 13 11:39:38 2022,Wed Apr 13 12:31:44 2022,0 days 00:52:07
Pcc10_13,9999,pcc_eng_10_013.0001_x0193890,pcc_eng_10_013.9999_x0210092,pile_tables/slices/Pcc10/tmp/pile_10-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-013_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-013.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,13.0,Wed Apr 13 11:52:15 2022,Wed Apr 13 12:34:49 2022,0 days 00:42:34
Pcc09_13,9999,pcc_eng_09_013.0001_x0194367,pcc_eng_09_013.9999_x0210597,pile_tables/slices/Pcc09/tmp/pile_09-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-013_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-013.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,13.0,Wed Apr 13 11:56:16 2022,Wed Apr 13 12:38:53 2022,0 days 00:42:37
Pcc13_11,9999,pcc_eng_13_011.0001_x0161355,pcc_eng_13_011.9999_x0177434,pile_tables/slices/Pcc13/tmp/pile_13-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-011_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-011.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 11:52:01 2022,Wed Apr 13 12:38:59 2022,0 days 00:46:58
Pcc16_10,9999,pcc_eng_16_010.0001_x0145999,pcc_eng_16_010.9999_x0162228,pile_tables/slices/Pcc16/tmp/pile_16-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-010_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-010.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,10.0,Wed Apr 13 11:46:29 2022,Wed Apr 13 12:39:30 2022,0 days 00:53:02
Pcc04_10,9999,pcc_eng_04_010.0001_x0145513,pcc_eng_04_010.9999_x0161711,pile_tables/slices/Pcc04/tmp/pile_04-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-010_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-010.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,10.0,Wed Apr 13 11:52:03 2022,Wed Apr 13 12:44:40 2022,0 days 00:52:37
Pcc28_21,9999,pcc_eng_28_021.0001_x0323231,pcc_eng_28_021.9999_x0339247,pile_tables/slices/Pcc28/tmp/pile_28-021_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-021_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-021.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,21.0,Wed Apr 13 12:06:29 2022,Wed Apr 13 12:48:28 2022,0 days 00:41:58
Pcc05_11,9999,pcc_eng_05_011.0001_x0162201,pcc_eng_05_011.9999_x0178349,pile_tables/slices/Pcc05/tmp/pile_05-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-011_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-011.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 11:55:23 2022,Wed Apr 13 12:48:34 2022,0 days 00:53:11
Pcc12_11,9999,pcc_eng_12_011.0001_x0161977,pcc_eng_12_011.9999_x0178057,pile_tables/slices/Pcc12/tmp/pile_12-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-011_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-011.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 12:02:26 2022,Wed Apr 13 12:49:32 2022,0 days 00:47:06
Pcc08_13,9999,pcc_eng_08_013.0001_x0194018,pcc_eng_08_013.9999_x0210200,pile_tables/slices/Pcc08/tmp/pile_08-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-013_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-013.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,13.0,Wed Apr 13 12:25:42 2022,Wed Apr 13 13:09:37 2022,0 days 00:43:55
Pcc11_14,9999,pcc_eng_11_014.0001_x0210137,pcc_eng_11_014.9999_x0226498,pile_tables/slices/Pcc11/tmp/pile_11-014_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-014_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-014.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,14.0,Wed Apr 13 12:25:44 2022,Wed Apr 13 13:10:15 2022,0 days 00:44:30
Pcc10_14,9999,pcc_eng_10_014.0001_x0210094,pcc_eng_10_014.9999_x0226100,pile_tables/slices/Pcc10/tmp/pile_10-014_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-014_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-014.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,14.0,Wed Apr 13 12:34:49 2022,Wed Apr 13 13:17:14 2022,0 days 00:42:24
Pcc09_14,9999,pcc_eng_09_014.0001_x0210598,pcc_eng_09_014.9999_x0226907,pile_tables/slices/Pcc09/tmp/pile_09-014_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-014_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-014.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,14.0,Wed Apr 13 12:38:53 2022,Wed Apr 13 13:21:32 2022,0 days 00:42:39
Pcc15_11,9999,pcc_eng_15_011.0001_x0161434,pcc_eng_15_011.9999_x0177526,pile_tables/slices/Pcc15/tmp/pile_15-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-011_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-011.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 12:31:44 2022,Wed Apr 13 13:22:47 2022,0 days 00:51:03
Pcc13_12,9999,pcc_eng_13_012.0001_x0177436,pcc_eng_13_012.9999_x0193612,pile_tables/slices/Pcc13/tmp/pile_13-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-012_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-012.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 12:38:59 2022,Wed Apr 13 13:23:20 2022,0 days 00:44:21
Pcc28_22,9999,pcc_eng_28_022.0001_x0339248,pcc_eng_28_022.9999_x0355309,pile_tables/slices/Pcc28/tmp/pile_28-022_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-022_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-022.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,22.0,Wed Apr 13 12:48:28 2022,Wed Apr 13 13:29:29 2022,0 days 00:41:02
Pcc16_11,9999,pcc_eng_16_011.0001_x0162229,pcc_eng_16_011.9999_x0178432,pile_tables/slices/Pcc16/tmp/pile_16-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-011_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-011.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 12:39:30 2022,Wed Apr 13 13:32:46 2022,0 days 00:53:16
Pcc04_11,9999,pcc_eng_04_011.0001_x0161712,pcc_eng_04_011.9999_x0177992,pile_tables/slices/Pcc04/tmp/pile_04-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-011_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-011.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,11.0,Wed Apr 13 12:44:40 2022,Wed Apr 13 13:37:18 2022,0 days 00:52:38
Pcc05_12,9999,pcc_eng_05_012.0001_x0178351,pcc_eng_05_012.9999_x0194556,pile_tables/slices/Pcc05/tmp/pile_05-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-012_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-012.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 12:48:34 2022,Wed Apr 13 13:41:00 2022,0 days 00:52:25
Pcc08_14,9999,pcc_eng_08_014.0001_x0210202,pcc_eng_08_014.9999_x0226376,pile_tables/slices/Pcc08/tmp/pile_08-014_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-014_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-014.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,14.0,Wed Apr 13 13:09:37 2022,Wed Apr 13 13:53:00 2022,0 days 00:43:24
Pcc11_15,9999,pcc_eng_11_015.0001_x0226499,pcc_eng_11_015.9999_x0242772,pile_tables/slices/Pcc11/tmp/pile_11-015_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-015_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-015.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,15.0,Wed Apr 13 13:10:15 2022,Wed Apr 13 13:53:10 2022,0 days 00:42:55
Pcc10_15,9999,pcc_eng_10_015.0001_x0226101,pcc_eng_10_015.9999_x0242173,pile_tables/slices/Pcc10/tmp/pile_10-015_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-015_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-015.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,15.0,Wed Apr 13 13:17:14 2022,Wed Apr 13 14:00:21 2022,0 days 00:43:07
Pcc09_15,9999,pcc_eng_09_015.0001_x0226908,pcc_eng_09_015.9999_x0243098,pile_tables/slices/Pcc09/tmp/pile_09-015_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-015_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-015.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,15.0,Wed Apr 13 13:21:33 2022,Wed Apr 13 14:04:21 2022,0 days 00:42:48
Pcc13_13,9999,pcc_eng_13_013.0001_x0193613,pcc_eng_13_013.9999_x0210008,pile_tables/slices/Pcc13/tmp/pile_13-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-013_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-013.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,13.0,Wed Apr 13 13:23:20 2022,Wed Apr 13 14:08:37 2022,0 days 00:45:17
Pcc15_12,9999,pcc_eng_15_012.0001_x0177527,pcc_eng_15_012.9999_x0193621,pile_tables/slices/Pcc15/tmp/pile_15-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-012_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-012.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 13:22:47 2022,Wed Apr 13 14:14:10 2022,0 days 00:51:22
Pcc28_23,9999,pcc_eng_28_023.0001_x0355310,pcc_eng_28_023.9999_x0371408,pile_tables/slices/Pcc28/tmp/pile_28-023_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-023_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-023.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,23.0,Wed Apr 13 13:29:29 2022,Wed Apr 13 14:16:00 2022,0 days 00:46:31
Pcc16_12,9999,pcc_eng_16_012.0001_x0178433,pcc_eng_16_012.9999_x0194341,pile_tables/slices/Pcc16/tmp/pile_16-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-012_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-012.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 13:32:46 2022,Wed Apr 13 14:25:49 2022,0 days 00:53:02
Pcc05_13,9999,pcc_eng_05_013.0001_x0194557,pcc_eng_05_013.9999_x0210764,pile_tables/slices/Pcc05/tmp/pile_05-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-013_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-013.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,13.0,Wed Apr 13 13:41:00 2022,Wed Apr 13 14:30:07 2022,0 days 00:49:08
Pcc04_12,9999,pcc_eng_04_012.0001_x0177995,pcc_eng_04_012.9999_x0194201,pile_tables/slices/Pcc04/tmp/pile_04-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-012_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-012.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,12.0,Wed Apr 13 13:37:18 2022,Wed Apr 13 14:30:18 2022,0 days 00:52:59
Pcc11_16,9999,pcc_eng_11_016.0001_x0242774,pcc_eng_11_016.9999_x0258902,pile_tables/slices/Pcc11/tmp/pile_11-016_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-016_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-016.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,16.0,Wed Apr 13 13:53:10 2022,Wed Apr 13 14:37:14 2022,0 days 00:44:04
Pcc10_16,9999,pcc_eng_10_016.0001_x0242174,pcc_eng_10_016.9999_x0258326,pile_tables/slices/Pcc10/tmp/pile_10-016_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-016_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-016.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,16.0,Wed Apr 13 14:00:21 2022,Wed Apr 13 14:44:02 2022,0 days 00:43:41
Pcc08_15,9999,pcc_eng_08_015.0001_x0226377,pcc_eng_08_015.9999_x0242516,pile_tables/slices/Pcc08/tmp/pile_08-015_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-015_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-015.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,15.0,Wed Apr 13 14:02:00 2022,Wed Apr 13 14:46:37 2022,0 days 00:44:37
Pcc09_16,9999,pcc_eng_09_016.0001_x0243099,pcc_eng_09_016.9999_x0259306,pile_tables/slices/Pcc09/tmp/pile_09-016_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-016_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-016.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,16.0,Wed Apr 13 14:04:21 2022,Wed Apr 13 14:50:56 2022,0 days 00:46:35
