record,slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time,slice_number_str,days,time,seconds,kept_df_mtime,excl_df_mtime,slice_df_mtime,conllu_mtime,kept_df_gzMB,excl_df_gzMB,slice_df_gzMB,conllu_MB,end_timedelta
05-006-0121,Pcc05_6,9999,pcc_eng_05_006.0001_x0081275,pcc_eng_05_006.9999_x0097506,pile_tables/slices/Pcc05/tmp/pile_05-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-006_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-006.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,6,2022-04-13 07:32:00,2022-04-13 08:22:00,0 days 00:49:57,006,0,0 days 00:49:57,2997,2022-04-13 03:00:00,2022-04-22 08:54:00,2022-04-13 03:01:00,2022-04-13 08:22:00,1012.5,1758.6,9.4,384.2,0.0
10-007-0122,Pcc10_7,9999,pcc_eng_10_007.0001_x0096866,pcc_eng_10_007.9999_x0113088,pile_tables/slices/Pcc10/tmp/pile_10-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-007_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-007.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,7,2022-04-13 07:42:00,2022-04-13 08:23:00,0 days 00:41:47,007,0,0 days 00:41:47,2507,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:55:00,2022-04-13 08:23:00,1015.6,1740.5,9.3,375.0,0.0
28-015-0123,Pcc28_15,9999,pcc_eng_28_015.0001_x0226717,pcc_eng_28_015.9999_x0242858,pile_tables/slices/Pcc28/tmp/pile_28-015_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-015_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-015.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,15,2022-04-13 07:43:00,2022-04-13 08:25:00,0 days 00:42:35,015,0,0 days 00:42:35,2555,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 08:25:00,1014.1,1750.6,9.5,389.8,0.0
08-007-0124,Pcc08_7,9999,pcc_eng_08_007.0001_x0096984,pcc_eng_08_007.9999_x0113210,pile_tables/slices/Pcc08/tmp/pile_08-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-007_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-007.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,7,2022-04-13 07:58:00,2022-04-13 08:39:00,0 days 00:41:07,007,0,0 days 00:41:07,2467,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 08:39:00,1011.5,1752.3,9.4,377.1,0.0
12-006-0125,Pcc12_6,9999,pcc_eng_12_006.0001_x0080504,pcc_eng_12_006.9999_x0096790,pile_tables/slices/Pcc12/tmp/pile_12-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-006_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-006.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,6,2022-04-13 07:50:00,2022-04-13 08:41:00,0 days 00:50:42,006,0,0 days 00:50:42,3042,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 08:41:00,1012.8,1753.8,9.7,392.4,0.0
13-006-0126,Pcc13_6,9999,pcc_eng_13_006.0001_x0080611,pcc_eng_13_006.9999_x0096755,pile_tables/slices/Pcc13/tmp/pile_13-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-006_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-006.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,6,2022-04-13 07:57:00,2022-04-13 08:44:00,0 days 00:47:12,006,0,0 days 00:47:12,2832,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:38:00,2022-04-13 08:44:00,1015.6,1755.2,9.5,390.9,0.0
11-008-0127,Pcc11_8,9999,pcc_eng_11_008.0001_x0113228,pcc_eng_11_008.9999_x0129427,pile_tables/slices/Pcc11/tmp/pile_11-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-008_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-008.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,8,2022-04-13 08:04:00,2022-04-13 08:45:00,0 days 00:40:38,008,0,0 days 00:40:38,2438,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 08:45:00,1012.4,1750.2,9.5,385.2,0.0
04-006-0128,Pcc04_6,9999,pcc_eng_04_006.0001_x0081013,pcc_eng_04_006.9999_x0097019,pile_tables/slices/Pcc04/tmp/pile_04-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-006_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-006.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,6,2022-04-13 08:07:00,2022-04-13 08:59:00,0 days 00:51:46,006,0,0 days 00:51:46,3106,2022-04-13 03:36:00,2022-06-03 07:10:00,2022-04-13 03:36:00,2022-04-13 08:59:00,1013.6,1742.4,9.4,380.4,0.0
07-005-0129,Pcc07_5,9999,pcc_eng_07_005.0001_x0064627,pcc_eng_07_005.9999_x0080852,pile_tables/slices/Pcc07/tmp/pile_07-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-005_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-005.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,5,2022-04-13 08:12:00,2022-04-13 09:03:00,0 days 00:51:13,005,0,0 days 00:51:13,3073,2022-04-13 04:14:00,2022-05-04 16:29:00,2022-04-13 04:15:00,2022-04-13 09:03:00,1014.8,1748.1,9.2,370.9,0.0
10-008-0130,Pcc10_8,9999,pcc_eng_10_008.0001_x0113091,pcc_eng_10_008.9999_x0129199,pile_tables/slices/Pcc10/tmp/pile_10-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-008_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-008.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,8,2022-04-13 08:23:00,2022-04-13 09:04:00,0 days 00:40:21,008,0,0 days 00:40:21,2421,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:55:00,2022-04-13 09:04:00,1015.6,1740.5,9.4,378.8,0.0
01-007-0131,Pcc01_7,9999,pcc_eng_01_007.0001_x0096914,pcc_eng_01_007.9999_x0113143,pile_tables/slices/Pcc01/tmp/pile_01-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-007_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-007.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,7,2022-04-13 08:13:00,2022-04-13 09:06:00,0 days 00:52:42,007,0,0 days 00:52:42,3162,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:31:00,2022-04-13 09:06:00,1013.1,0.2,9.3,382.7,0.0
15-006-0132,Pcc15_6,9999,pcc_eng_15_006.0001_x0080674,pcc_eng_15_006.9999_x0096849,pile_tables/slices/Pcc15/tmp/pile_15-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-006_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-006.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,6,2022-04-13 08:16:00,2022-04-13 09:06:00,0 days 00:50:09,006,0,0 days 00:50:09,3009,2022-04-13 03:51:00,2022-04-22 07:27:00,2022-04-13 03:52:00,2022-04-13 09:06:00,1016.0,1754.6,9.4,379.3,0.0
09-008-0133,Pcc09_8,9999,pcc_eng_09_008.0001_x0113416,pcc_eng_09_008.9999_x0129617,pile_tables/slices/Pcc09/tmp/pile_09-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-008_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-008.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,8,2022-04-13 08:28:00,2022-04-13 09:07:00,0 days 00:39:06,008,0,0 days 00:39:06,2346,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 09:07:00,1013.6,1764.9,9.4,380.6,0.0
28-016-0134,Pcc28_16,9999,pcc_eng_28_016.0001_x0242860,pcc_eng_28_016.9999_x0258891,pile_tables/slices/Pcc28/tmp/pile_28-016_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-016_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-016.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,16,2022-04-13 08:25:00,2022-04-13 09:09:00,0 days 00:43:03,016,0,0 days 00:43:03,2583,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 09:08:00,1014.1,1750.6,9.4,381.9,-1.0
16-006-0135,Pcc16_6,9999,pcc_eng_16_006.0001_x0081224,pcc_eng_16_006.9999_x0097394,pile_tables/slices/Pcc16/tmp/pile_16-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-006_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-006.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,6,2022-04-13 08:19:00,2022-04-13 09:09:00,0 days 00:50:33,006,0,0 days 00:50:33,3033,2022-04-13 03:44:00,2022-05-31 14:52:00,2022-04-13 03:45:00,2022-04-13 09:09:00,1012.7,1750.4,9.3,376.3,0.0
05-007-0136,Pcc05_7,9999,pcc_eng_05_007.0001_x0097507,pcc_eng_05_007.9999_x0113574,pile_tables/slices/Pcc05/tmp/pile_05-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-007_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-007.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,7,2022-04-13 08:22:00,2022-04-13 09:13:00,0 days 00:51:17,007,0,0 days 00:51:17,3077,2022-04-13 03:00:00,2022-04-22 08:54:00,2022-04-13 03:01:00,2022-04-13 09:13:00,1012.5,1758.6,9.4,379.3,0.0
11-009-0137,Pcc11_9,9999,pcc_eng_11_009.0001_x0129428,pcc_eng_11_009.9999_x0145674,pile_tables/slices/Pcc11/tmp/pile_11-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-009_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-009.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,9,2022-04-13 08:45:00,2022-04-13 09:27:00,0 days 00:41:32,009,0,0 days 00:41:32,2492,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 09:27:00,1012.4,1750.2,9.7,393.8,0.0
13-007-0138,Pcc13_7,9999,pcc_eng_13_007.0001_x0096756,pcc_eng_13_007.9999_x0113043,pile_tables/slices/Pcc13/tmp/pile_13-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-007_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-007.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,7,2022-04-13 08:44:00,2022-04-13 09:28:00,0 days 00:44:41,007,0,0 days 00:44:41,2681,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:39:00,2022-04-13 09:28:00,1015.6,1755.2,9.3,376.2,0.0
12-007-0139,Pcc12_7,9999,pcc_eng_12_007.0001_x0096791,pcc_eng_12_007.9999_x0113225,pile_tables/slices/Pcc12/tmp/pile_12-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-007_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-007.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,7,2022-04-13 08:41:00,2022-04-13 09:28:00,0 days 00:47:27,007,0,0 days 00:47:27,2847,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 09:28:00,1012.8,1753.8,9.3,376.9,0.0
08-008-0140,Pcc08_8,9999,pcc_eng_08_008.0001_x0113211,pcc_eng_08_008.9999_x0129307,pile_tables/slices/Pcc08/tmp/pile_08-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-008_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-008.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,8,2022-04-13 08:47:00,2022-04-13 09:29:00,0 days 00:42:19,008,0,0 days 00:42:19,2539,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 09:29:00,1011.5,1752.3,9.4,380.6,0.0
10-009-0141,Pcc10_9,9999,pcc_eng_10_009.0001_x0129201,pcc_eng_10_009.9999_x0145473,pile_tables/slices/Pcc10/tmp/pile_10-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-009_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-009.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,9,2022-04-13 09:04:00,2022-04-13 09:45:00,0 days 00:41:02,009,0,0 days 00:41:02,2462,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:55:00,2022-04-13 09:45:00,1015.6,1740.5,9.4,379.6,0.0
09-009-0142,Pcc09_9,9999,pcc_eng_09_009.0001_x0129618,pcc_eng_09_009.9999_x0145946,pile_tables/slices/Pcc09/tmp/pile_09-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-009_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-009.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,9,2022-04-13 09:07:00,2022-04-13 09:48:00,0 days 00:40:48,009,0,0 days 00:40:48,2448,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 09:48:00,1013.6,1764.9,9.4,380.5,0.0
04-007-0143,Pcc04_7,9999,pcc_eng_04_007.0001_x0097020,pcc_eng_04_007.9999_x0113312,pile_tables/slices/Pcc04/tmp/pile_04-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-007_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-007.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,7,2022-04-13 08:59:00,2022-04-13 09:50:00,0 days 00:50:50,007,0,0 days 00:50:50,3050,2022-04-13 03:36:00,2022-06-03 07:10:00,2022-04-13 03:36:00,2022-04-13 09:50:00,1013.6,1742.4,9.3,381.1,0.0
28-017-0144,Pcc28_17,9999,pcc_eng_28_017.0001_x0258892,pcc_eng_28_017.9999_x0274882,pile_tables/slices/Pcc28/tmp/pile_28-017_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-017_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-017.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,17,2022-04-13 09:09:00,2022-04-13 09:50:00,0 days 00:41:31,017,0,0 days 00:41:31,2491,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 09:50:00,1014.1,1750.6,9.5,383.7,0.0
07-006-0145,Pcc07_6,9999,pcc_eng_07_006.0001_x0080853,pcc_eng_07_006.9999_x0097172,pile_tables/slices/Pcc07/tmp/pile_07-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-006_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-006.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,6,2022-04-13 09:03:00,2022-04-13 09:55:00,0 days 00:51:13,006,0,0 days 00:51:13,3073,2022-04-13 04:14:00,2022-05-04 16:29:00,2022-04-13 04:15:00,2022-04-13 09:55:00,1014.8,1748.1,9.4,379.5,0.0
15-007-0146,Pcc15_7,9999,pcc_eng_15_007.0001_x0096851,pcc_eng_15_007.9999_x0113059,pile_tables/slices/Pcc15/tmp/pile_15-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-007_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-007.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,7,2022-04-13 09:06:00,2022-04-13 09:58:00,0 days 00:51:32,007,0,0 days 00:51:32,3092,2022-04-13 03:51:00,2022-04-22 07:27:00,2022-04-13 03:52:00,2022-04-13 09:58:00,1016.0,1754.6,9.2,374.9,0.0
01-008-0147,Pcc01_8,9999,pcc_eng_01_008.0001_x0113144,pcc_eng_01_008.9999_x0129280,pile_tables/slices/Pcc01/tmp/pile_01-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-008_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-008.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,8,2022-04-13 09:14:00,2022-04-13 09:59:00,0 days 00:44:51,008,0,0 days 00:44:51,2691,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:31:00,2022-04-13 09:59:00,1013.1,0.2,9.3,376.9,0.0
16-007-0148,Pcc16_7,9999,pcc_eng_16_007.0001_x0097396,pcc_eng_16_007.9999_x0113664,pile_tables/slices/Pcc16/tmp/pile_16-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-007_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-007.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,7,2022-04-13 09:09:00,2022-04-13 10:01:00,0 days 00:51:09,007,0,0 days 00:51:09,3069,2022-04-13 03:44:00,2022-05-31 14:52:00,2022-04-13 03:45:00,2022-04-13 10:01:00,1012.7,1750.4,9.3,380.5,0.0
05-008-0149,Pcc05_8,9999,pcc_eng_05_008.0001_x0113576,pcc_eng_05_008.9999_x0129816,pile_tables/slices/Pcc05/tmp/pile_05-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-008_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-008.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,8,2022-04-13 09:13:00,2022-04-13 10:04:00,0 days 00:50:46,008,0,0 days 00:50:46,3046,2022-04-13 03:00:00,2022-04-22 08:54:00,2022-04-13 03:01:00,2022-04-13 10:04:00,1012.5,1758.6,9.5,388.6,0.0
11-010-0150,Pcc11_10,9999,pcc_eng_11_010.0001_x0145675,pcc_eng_11_010.9999_x0161805,pile_tables/slices/Pcc11/tmp/pile_11-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-010_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-010.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,10,2022-04-13 09:27:00,2022-04-13 10:10:00,0 days 00:42:51,010,0,0 days 00:42:51,2571,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 10:09:00,1012.4,1750.2,9.5,381.8,-1.0
08-009-0151,Pcc08_9,9999,pcc_eng_08_009.0001_x0129308,pcc_eng_08_009.9999_x0145474,pile_tables/slices/Pcc08/tmp/pile_08-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-009_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-009.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,9,2022-04-13 09:29:00,2022-04-13 10:11:00,0 days 00:41:14,009,0,0 days 00:41:14,2474,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 10:11:00,1011.5,1752.3,9.5,382.9,0.0
13-008-0152,Pcc13_8,9999,pcc_eng_13_008.0001_x0113044,pcc_eng_13_008.9999_x0129096,pile_tables/slices/Pcc13/tmp/pile_13-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-008_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-008.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,8,2022-04-13 09:37:00,2022-04-13 10:21:00,0 days 00:44:19,008,0,0 days 00:44:19,2659,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:39:00,2022-04-13 10:21:00,1015.6,1755.2,9.5,383.0,0.0
12-008-0153,Pcc12_8,9999,pcc_eng_12_008.0001_x0113226,pcc_eng_12_008.9999_x0129326,pile_tables/slices/Pcc12/tmp/pile_12-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-008_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-008.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,8,2022-04-13 09:37:00,2022-04-13 10:22:00,0 days 00:44:52,008,0,0 days 00:44:52,2692,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 10:22:00,1012.8,1753.8,9.3,375.7,0.0
10-010-0154,Pcc10_10,9999,pcc_eng_10_010.0001_x0145475,pcc_eng_10_010.9999_x0161528,pile_tables/slices/Pcc10/tmp/pile_10-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-010_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-010.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,10,2022-04-13 09:45:00,2022-04-13 10:26:00,0 days 00:41:23,010,0,0 days 00:41:23,2483,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:55:00,2022-04-13 10:26:00,1015.6,1740.5,9.3,375.0,0.0
09-010-0155,Pcc09_10,9999,pcc_eng_09_010.0001_x0145947,pcc_eng_09_010.9999_x0162112,pile_tables/slices/Pcc09/tmp/pile_09-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-010_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-010.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,10,2022-04-13 09:48:00,2022-04-13 10:32:00,0 days 00:43:37,010,0,0 days 00:43:37,2617,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 10:31:00,1013.6,1764.9,9.6,391.0,-1.0
28-018-0156,Pcc28_18,9999,pcc_eng_28_018.0001_x0274885,pcc_eng_28_018.9999_x0290939,pile_tables/slices/Pcc28/tmp/pile_28-018_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-018_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-018.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,18,2022-04-13 09:50:00,2022-04-13 10:35:00,0 days 00:44:45,018,0,0 days 00:44:45,2685,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 10:35:00,1014.1,1750.6,9.6,388.6,0.0
01-009-0157,Pcc01_9,9999,pcc_eng_01_009.0001_x0129281,pcc_eng_01_009.9999_x0145424,pile_tables/slices/Pcc01/tmp/pile_01-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-009_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-009.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,9,2022-04-13 09:59:00,2022-04-13 10:45:00,0 days 00:45:47,009,0,0 days 00:45:47,2747,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:31:00,2022-04-13 10:45:00,1013.1,0.2,9.5,383.8,0.0
